Transaction Type,Project Name,Status,Order Creation Date,Order Number,Process Group,ABT_Sch_Compl_Date,ABT_Act_Compl_Date,BD_Act_Compl_Date,Order Actual Sales No Freight,Order Est Weight Tons,Order Eng Manifest Total Tons,Order Actual Shipped Tons,Budget Hours,Actual Hours,Engineering Amt,Order Est Margin No Freight,Order Est Margin % No Freight,Order Actual Margin,Order Actual Margin %,Complexity,ECK_Date,ECK_Lead_Wks,Division,Region
ROOF-CUSTOM-BLDR,7169 BLDG B -HARMSCO 1/12/2017,CLOSED,2017-01-16,1700202801,CE1,,,2017-06-19,63226,22.137,21.42801668,21.42801668,60,50.75,5978,17791,28.14,24215.92,34.25,Simple (<=100),2017-06-19,,BUTLER,BEA
ROOF-CUSTOM-BLDR,7500 JACK NEWELL,CLOSED,2016-03-16,1600632101,RFS,,,2016-03-23,146616.23,79.6685,70.64253345,70.64253345,50,48.75,0,63427,43.26,64332.42,43.88,Simple (<=100),2016-03-22,,BUTLER,BCT
ROOF-CUSTOM-BLDR,9969 J STREET RE-ROOF,CLOSED,2019-10-28,1902336301,RFS,,,2020-01-10,62816,18.7815,20.33668381,20.33668381,58,205,7888,22492,35.81,9074.2,13.4,Simple (<=100),2019-12-27,8.57142857142857,BUTLER,BCT
ROOF-CUSTOM-BLDR,AGVISE LABRATORIES 11-10-16,CLOSED,2016-11-10,1602605101,CE1,,,2017-01-23,113297,39.3935,36.25904604,36.25904604,54,70.25,5391,42386,37.41,27569.76,24.33,Simple (<=100),2017-01-23,,BUTLER,BWE
ROOF-CUSTOM-BLDR,ALDEN LEEDS - BLDGS 3A 7/2019,CLOSED,2019-07-30,1901651801,RFS,,,2019-11-14,177590.34,24.9455,32.99325746,32.99325746,108,98,16048,82220,46.3,85618.52,45.1,Moderate (100-200),2019-11-12,15,BUTLER,BEA
ROOF-CUSTOM-BLDR,ALEWORKS 6/7/2017,CLOSED,2017-06-08,1701460901,CE1,,,2017-10-03,55192,9.1395,9.153429045,9.153429045,120,106.5,0,18262,33.09,22577.19,40.91,Moderate (100-200),2017-10-02,,BUTLER,BWE
ROOF-CUSTOM-BLDR,ALFA LAVAL RE-ROOF 6/2019,CLOSED,2019-06-04,1901251601,RFS,,,2019-08-05,424584.44,129.4225,101.628427265,101.628427265,188,248,25451,115501,27.2,209796.42,47.57,Moderate (100-200),2019-08-05,8.85714285714286,BUTLER,BWE
ROOF-CUSTOM-BLDR,AMERICAN TIME & SIGNAL 7/17,CLOSED,2017-07-18,1701721401,CE1,,,2017-09-15,45053,17.416,16.22665012,16.22665012,107,98.25,10652,18938,42.03,11752.23,24.42,Moderate (100-200),2017-09-14,,BUTLER,BCT
ROOF-CUSTOM-BLDR,ANDREA LANE  04-01-16,CLOSED,2016-04-01,1600768301,RFS,,,2016-05-05,40493,22.726,17.66601054,17.66601054,74,116.75,7397,5996,14.81,9718.49,21.98,Simple (<=100),2016-05-05,,BUTLER,BEA
ROOF-CUSTOM-BLDR,"ANTIOCH, IL CANOPY",CLOSED,2015-06-17,1501064101,RFS,,,2015-08-14,10454,1.397,1.41865864,1.41865864,24,109,2395,3572,34.17,-3267.93,-28.77,Simple (<=100),2015-08-05,,BUTLER,BDI
ROOF-CUSTOM-BLDR,ARAYMOND TINNERMAN REROOF 7-19,CLOSED,2019-07-07,1901478301,RFS,,,2019-08-23,190491,34.542,37.308160385,37.308160385,108,187.25,14688,63717,33.45,55037.2,28.06,Moderate (100-200),2019-08-22,6.57142857142857,BUTLER,BCT
ROOF-CUSTOM-BLDR,ARMSTRONG,CLOSED,2016-10-26,1602480001,CE1,,,2016-12-09,48985,19.877,16.64938725,16.64938725,98,85.5,4153,21090,43.05,19386.27,37.73,Simple (<=100),2016-12-08,,BUTLER,BEA
ROOF-CUSTOM-BLDR,ATLAS FOUNDRY 1-14-16,CLOSED,2016-01-14,1600084901,RFS,,,2016-02-19,45546,14.4645,13.520728035,13.520728035,128,181.75,12764,16023,35.18,10779.94,22.84,Moderate (100-200),2016-02-09,,BUTLER,BCT
ROOF-CUSTOM-BLDR,ATTIC STORAGE -SHAWNEE 4/2018,CLOSED,2018-04-09,1802774201,CE1,,,2018-06-06,60154,18.174,18.54472039,18.54472039,112,56,10169,22241,36.97,22660.03,36.64,Moderate (100-200),2018-06-05,,BUTLER,BCT
ROOF-CUSTOM-BLDR,ATTIC STORAGE BLUE SPRINGS,ENTERED,2020-02-17,2000274801,RFS,,,,0,27.637,0,0,90,78.25,0,46950,43.26,0,0,Simple (<=100),2020-04-09,7.42857142857143,BUTLER,BCT
ROOF-CUSTOM-BLDR,AUSTIN SUBARU,CLOSED,2015-03-30,1500530401,RFS,,,2015-05-29,183791.12,69.382,68.602362525,68.602362525,170,121.25,17024,40508,22.04,41814.31,22.75,Moderate (100-200),2015-05-27,,BUTLER,BWE
ROOF-CUSTOM-BLDR,BATTLEFIELD FORD 02/15/16,CLOSED,2016-02-15,1600387001,RFS,,,2016-06-29,53421,13.3395,12.67100824,12.67100824,96,246.5,3876,27135,50.79,11766.03,21,Simple (<=100),2016-06-28,,BUTLER,BEA
ROOF-CUSTOM-BLDR,BOB LUEGERS MOTORS,CLOSED,2015-06-01,1500954901,RFS,,,2015-06-12,33937,15.9895,12.85748833,12.85748833,61,70.25,0,10429,30.73,9317.94,26.62,Simple (<=100),2015-06-11,,BUTLER,BCT
ROOF-CUSTOM-BLDR,BOCA WEST GOLF MAINTENANCE 2/2,ENTERED,2020-02-28,2000432601,CE1,,,,0,23.7185,0,0,0,18.25,0,52176,46.19,193,2.63,Simple (<=100),,,BUTLER,BEA
ROOF-CUSTOM-BLDR,BORDER PATROL,CLOSED,2016-11-04,1602556601,CE1,,,2016-12-06,50307.01,12.7745,12.678542565,12.678542565,87,88,8681,23166,46.05,19889.56,39.54,Simple (<=100),2016-12-05,,BUTLER,BEA
ROOF-CUSTOM-BLDR,BORDER STATES ELECTRIC 11/17,CLOSED,2017-11-08,1702687701,CE1,,,2017-12-05,24086,9.625,8.64458381,8.64458381,50,37.5,5000,9556,39.67,8977.12,33.07,Simple (<=100),2017-12-04,,BUTLER,BCT
ROOF-CUSTOM-BLDR,BOT RE-ROOF 2019,CLOSED,2019-05-17,1901125201,RFS,,,2019-06-14,77492.99,21.26,22.529091095,22.529091095,70,102.25,9520,26983,34.82,23106.18,27.86,Simple (<=100),2019-06-13,3.85714285714286,BUTLER,BCT
ROOF-CUSTOM-BLDR,BRADFORD FOREST REROOF,CLOSED,2015-07-27,1501301501,LAU,,,2015-08-19,2500,0,0,0,25,27,0,835,33.4,608,24.32,Simple (<=100),,,BUTLER,BEA
ROOF-CUSTOM-BLDR,BRAUN INTERTEC,ENTERED,2020-03-26,2000614001,KAN,,,,0,30.635,0,0,0,0,0,33842,37.69,0,0,Simple (<=100),,,BUTLER,BWE
ROOF-CUSTOM-BLDR,BRIGHTWOOD REROOF,ENTERED,2019-11-25,1902542401,CE1,,,,0,61.9945,0,0,110,52.25,0,40265,26.34,0,0,Moderate (100-200),,,BUTLER,BCT
ROOF-CUSTOM-BLDR,BROOKHAVEN NATIONAL LAB BLDG 9,CLOSED,2019-09-12,1901978001,RFS,,,2020-01-24,111714.42,27.811,28.773966615,28.773966615,138,418,18768,35248,31.55,7560.02,6.36,Moderate (100-200),2020-01-24,19.1428571428571,BUTLER,BEA
ROOF-CUSTOM-BLDR,BUILDING 177 ELEVATOR TOWER 10,CLOSED,2017-10-18,1702503701,CE1,,,2017-11-22,13951,3.1635,0.34833951,0.34833951,35,87,5500,5927,42.48,5962.24,42.74,Simple (<=100),2017-11-21,,BUTLER,BCT
ROOF-CUSTOM-BLDR,"BUILDING E, MWR ROOF",CLOSED,2014-12-04,1402312101,RFS,,,2015-06-02,65231,11.44,10.631175545,10.631175545,129,233.25,12074,11539,17.69,4916.17,7.27,Moderate (100-200),2015-05-14,,BUTLER,BDI
ROOF-CUSTOM-BLDR,BUTLER JACKSON PLANT,CLOSED,2016-06-01,1601293301,RFS,,,2016-06-14,1.99,0,104.702527975,104.702527975,438,176.25,0,-73,-3650,-197974.1,-9948447.24,High Complex (400-800),2016-06-13,,BUTLER,BDI
ROOF-CUSTOM-BLDR,CARDINAL CANVAS,CLOSED,2016-05-17,1601154001,RFS,,,2016-06-21,32574,8.2015,7.9360018,7.9360018,50,39.25,4973,14221,43.66,14523.14,40.79,Simple (<=100),2016-06-20,,BUTLER,BWE
ROOF-CUSTOM-BLDR,CARESOUTH CAROLINA CHESTERFIEL,BOOKED,2019-05-16,1901115901,RFS,,,2020-01-31,74316.53,10.2075,12.702635505,12.702635505,130,230.75,17680,29544,39.75,-6256.89,-7.79,Moderate (100-200),2020-01-30,37,BUTLER,BEA
ROOF-CUSTOM-BLDR,"CHEYENNE, WY BUILDING A",CLOSED,2018-06-15,1803337901,CE1,,,2018-10-08,332607.41,41.886,35.09000715,35.09000715,210,154.25,22680,82588,24.83,150205.18,43.74,Complex (200-400),2018-10-05,,BUTLER,BDI
ROOF-CUSTOM-BLDR,CHRIS COMMUNITY CHURCH,CLOSED,2015-10-06,1501797801,RFS,,,2016-07-21,0,0,12.393266165,12.393266165,85,243,0,0,0,-37763.82,0,Simple (<=100),2016-07-20,,BUTLER,BCT
ROOF-CUSTOM-BLDR,CITY OF GOODVIEW,CLOSED,2015-04-23,1500693701,RFS,,,2015-06-17,14951,5.4105,4.36622601,4.36622601,55,62.5,5543,3635,24.31,3310.43,18.85,Simple (<=100),2015-06-15,,BUTLER,BCT
ROOF-CUSTOM-BLDR,CITY OF MEMPHIS 3-6-17,CLOSED,2017-03-06,1700639101,CE1,,,2017-03-27,25688,6.027,5.02046903,5.02046903,97,88.25,9731,10704,41.67,10014.28,37.69,Simple (<=100),2017-03-24,,BUTLER,BCT
ROOF-CUSTOM-BLDR,CLARK CONSTRUCTION ROOF ORDER,CLOSED,2016-10-25,1602477801,CE1,,,2016-11-21,25286.4,7.0455,7.37184445,7.37184445,60,58.25,5974,7434,29.4,4571.76,16.35,Simple (<=100),2016-11-16,,BUTLER,BWE
ROOF-CUSTOM-BLDR,"CLERMONT, FL",CLOSED,2015-06-18,1501075701,RFS,,,2016-05-16,81000.01,22.018,19.64935458,19.64935458,169,191.5,16856,12170,15.02,22748.61,26.77,Moderate (100-200),2016-05-12,,BUTLER,BDI
ROOF-CUSTOM-BLDR,"CLINTON TOWNSHIP, MI",CLOSED,2015-05-05,1500764201,RFS,,,2015-10-19,180575.21,62.909,37.9279621,37.9279621,265,240,26495,-19248,-10.66,50461.01,25.91,Complex (200-400),2015-10-14,,BUTLER,BDI
ROOF-CUSTOM-BLDR,CMC BUILDING 6/2/2017,CLOSED,2017-06-04,1701415901,CE1,,,2017-08-08,13860,1.4485,2.66745598,2.66745598,103,85.75,10296,4752,34.29,2883.69,17.88,Moderate (100-200),2017-08-03,,BUTLER,BEA
ROOF-CUSTOM-BLDR,COMMERCIAL PLAZA INC 12-13-16,CLOSED,2016-12-13,1602835801,CE1,,,2017-02-16,73199,23.4205,33.9041152,33.9041152,186,338.5,18654,20479,27.98,-10974.59,-14.52,Moderate (100-200),2017-02-16,,BUTLER,BCT
ROOF-CUSTOM-BLDR,CORNERSTONE CHURCH,CLOSED,2014-11-17,1402220701,RFS,,,2015-01-07,21490,7.0075,6.46963146,6.46963146,55,39.75,5505,8586,39.95,7497.29,31.11,Simple (<=100),2014-12-03,,BUTLER,BCT
ROOF-CUSTOM-BLDR,CORRECTIONVILLE SCHOOL AD 4/10,CLOSED,2017-04-10,1700968501,CE1,,,2017-12-18,68064,14.204,17.252370305,17.252370305,271,317.75,38709,-17869,-26.25,-37415.84,-54.03,Complex (200-400),2017-12-07,,BUTLER,BCT
ROOF-CUSTOM-BLDR,COSTANZOS BAKERY INC,CLOSED,2014-12-08,1402332801,RFS,,,2014-12-12,9169,2.1515,2.092656,2.092656,40,60.75,4000,3200,34.9,1200.41,13.09,Simple (<=100),2014-12-11,,BUTLER,BEA
ROOF-CUSTOM-BLDR,COVANTA FAIRFAX INC,CLOSED,2016-06-02,1601317601,CE1,,,2016-07-28,45834,13.226,14.37228197,14.37228197,99,90,6600,10838,23.65,9273.16,20.23,Simple (<=100),2016-07-27,,BUTLER,BEA
ROOF-CUSTOM-BLDR,CREATIVE COMPOSITES,CLOSED,2016-03-28,1600724201,RFS,,,2016-04-11,14746.01,2.588,2.222481045,2.222481045,87,51,8669,4437,30.09,6412.41,37.62,Simple (<=100),2016-04-08,,BUTLER,BCT
ROOF-CUSTOM-BLDR,CRI,CLOSED,2015-03-02,1500275501,RFS,,,2015-03-13,65479,23.7955,24.329159605,24.329159605,0,55.5,5178,18294,27.94,20437.3,30.12,Simple (<=100),2015-03-12,,BUTLER,BCT
ROOF-CUSTOM-BLDR,CURT WIESNER,CLOSED,2017-05-14,1701240901,CE1,,,2017-09-25,65957,16.9415,14.47174878,14.47174878,108,90.75,10807,27583,41.82,31196.51,45.91,Moderate (100-200),2017-09-22,,BUTLER,BCT
ROOF-CUSTOM-BLDR,CUSTOMS WAREHOUSE,CLOSED,2019-05-08,1901060401,RFS,,,2019-06-10,170006,51.5625,53.193785225,53.193785225,48,64.5,6528,60060,35.33,67482.04,39.69,Simple (<=100),2019-06-10,4.71428571428571,BUTLER,BEA
ROOF-CUSTOM-BLDR,DAIKIN,CLOSED,2015-06-19,1501084801,RFS,,,2015-09-22,123213,53.9095,44.672960375,44.672960375,61,84.25,6063,38824,31.51,32504.26,24.55,Simple (<=100),2015-09-21,,BUTLER,BCT
ROOF-CUSTOM-BLDR,DAIKIN APPLIED 6/2/2017,CLOSED,2017-06-04,1701416001,CE1,,,2017-08-30,134513.01,53.0665,45.284299265,45.284299265,83,49.75,8315,56857,42.27,41945.8,29.19,Simple (<=100),2017-08-28,,BUTLER,BCT
ROOF-CUSTOM-BLDR,DAIRYLAND POWER G4 10-6-16,CLOSED,2016-10-06,1602326601,CE1,,,2016-11-07,20012,4.887,4.339933185,4.339933185,42,74.75,4193,6816,34.06,4867.52,20.58,Simple (<=100),2016-11-03,,BUTLER,BCT
ROOF-CUSTOM-BLDR,DAKOTA EYE 2/2019,CLOSED,2019-02-04,1900270301,RFS,,,2019-04-25,73421,19.665,19.684927385,19.684927385,88,222.5,11968,20647,28.12,15732.54,21.43,Simple (<=100),2019-04-24,11.2857142857143,BUTLER,BWE
ROOF-CUSTOM-BLDR,DAVE EVANS REROOF 4/2019,CLOSED,2019-04-10,1900821701,RFS,,,2019-05-14,24681.99,6.3355,6.14146574,6.14146574,48,41.5,6528,4079,16.53,7294.72,26.09,Simple (<=100),2019-05-14,4.85714285714286,BUTLER,BCT
ROOF-CUSTOM-BLDR,DEWITT & ASSOC/3M,CLOSED,2017-05-17,1701280801,CE1,,,2017-05-23,500,0,0,0,5,5,0,500,100,95,19,Simple (<=100),,,BUTLER,BCT
ROOF-CUSTOM-BLDR,DEWITT & ASSOC/3M PHASE 6 11/2,CLOSED,2017-11-17,1702760601,CE1,,,2017-11-21,600,0,0,0,0,6.5,0,192,32,73.5,12.25,Simple (<=100),,,BUTLER,BCT
ROOF-CUSTOM-BLDR,DUANE ADAMS 10-6-16,CLOSED,2016-10-06,1602328101,CE1,,,2016-10-31,15689,5.1015,4.448581975,4.448581975,17,39.5,1731,7200,45.89,4569.36,25.79,Simple (<=100),2016-10-19,,BUTLER,BCT
ROOF-CUSTOM-BLDR,DUBBERT'S ROOF REPLACE,CLOSED,2018-07-05,1803504401,CE1,,,2018-08-13,35886,10.1855,10.83912215,10.83912215,60,88.25,6000,11237,31.31,6172.38,16.45,Simple (<=100),2018-08-10,,BUTLER,BCT
ROOF-CUSTOM-BLDR,DUNN PAPER,CLOSED,2019-11-11,1902436601,RFS,,,2020-02-05,149505,34.882,61.57833751,61.57833751,108,386.33,14688,52398,35.05,90.61,0.06,Moderate (100-200),2020-02-04,12.1428571428571,BUTLER,BCT
ROOF-CUSTOM-BLDR,DURHAM FIRE DEPT 7/11/2017,CLOSED,2017-07-11,1701684001,CE1,,,2017-10-16,36070,6.6825,5.78186335,5.78186335,80,68.5,8037,14503,40.21,14861.18,38.62,Simple (<=100),2017-10-12,,BUTLER,BEA
ROOF-CUSTOM-BLDR,ENOCH MANUFACTUREING COMPANY,CLOSED,2014-10-15,1402010701,RFS,,,2015-02-27,49765,28.5975,28.5998203,28.5998203,343,271.16,12064,11943,24,-15493.68,-31.13,Complex (200-400),2015-02-25,,BUTLER,BWE
ROOF-CUSTOM-BLDR,ERICKSON,CLOSED,2015-07-08,1501190701,RFS,,,2015-08-07,42029,13.7225,12.49064026,12.49064026,54,61,6039,12671,30.15,14999.37,31.8,Simple (<=100),2015-08-05,,BUTLER,BWE
ROOF-CUSTOM-BLDR,"EYE KRAFT OPTICAL, INC. 2/26",CLOSED,2016-02-26,1600429501,RFS,,,2016-03-30,49548,15.262,14.357628655,14.357628655,81,125,1476,10374,20.94,12681.05,24.74,Simple (<=100),2016-03-28,,BUTLER,BCT
ROOF-CUSTOM-BLDR,FAIRBAULT TRANSPORATION 8/2017,CLOSED,2017-08-28,1702080201,CE1,,,2017-09-18,12763,3.9095,3.913430545,3.913430545,0,30.75,400,5589,43.79,3913.38,24.74,Simple (<=100),2017-09-14,,BUTLER,BCT
ROOF-CUSTOM-BLDR,FAMILY FOODS 1-16-17,CLOSED,2017-01-06,1700137601,CE1,,,2017-03-02,19206,6.137,6.069242605,6.069242605,74,122.25,7416,6934,36.1,116.7,0.56,Simple (<=100),2017-02-13,,BUTLER,BCT
ROOF-CUSTOM-BLDR,FARIBAULT FOODS MET-CON 10/201,CLOSED,2018-10-31,1804419601,CE1,,,2018-11-19,58403.99,15.931,15.55814963,15.55814963,50,4,6800,23333,39.95,33049.45,53.38,Simple (<=100),2018-11-13,,BUTLER,BCT
ROOF-CUSTOM-BLDR,FEDEX PHASE 1 ROOF OVER 2/2019,CLOSED,2019-02-04,1900270401,RFS,,,2019-07-05,82881,15.515,12.42411025,12.42411025,108,176.25,0,31769,38.33,38124.55,45.16,Moderate (100-200),2019-07-03,21.2857142857143,BUTLER,BCT
ROOF-CUSTOM-BLDR,FIRST CHRISTIAN CHURCH OF NORF,CLOSED,2015-02-06,1500214501,RFS,,,2015-04-06,135589,30.688,29.86749335,29.86749335,220,242.5,22047,49353,36.4,40292.07,28.36,Complex (200-400),2015-04-02,,BUTLER,BCT
ROOF-CUSTOM-BLDR,FIRST QUALITY 8/18/2017,CLOSED,2017-08-18,1702008001,CE1,,,2017-09-28,61789.01,27.9625,27.147449,27.147449,60,136,6008,16161,26.16,4076.18,6.51,Simple (<=100),2017-09-27,,BUTLER,BEA
ROOF-CUSTOM-BLDR,FRITCH ELEM SCHOOL,CLOSED,2017-04-28,1701133701,CE1,,,2017-06-06,39732.88,66.3405,30.908337945,30.908337945,300,268.25,0,9859,24.81,-53213.69,-133.93,Complex (200-400),2017-06-05,,BUTLER,BWE
ROOF-CUSTOM-BLDR,FRONT STREET MILLWORK 11/12/15,CLOSED,2015-11-12,1502086901,RFS,,,2016-02-08,59959,22.951,18.17576679,18.17576679,167,152.5,16709,18881,31.49,20212.43,29.14,Moderate (100-200),2016-02-05,,BUTLER,BWE
ROOF-CUSTOM-BLDR,G.R. DANIELS TRUCKING,CLOSED,2016-04-14,1600881101,RFS,,,2016-07-18,73907.99,37.482,30.34734446,30.34734446,120,62,12005,18165,24.58,31618.86,39.49,Moderate (100-200),2016-07-11,,BUTLER,BCT
ROOF-CUSTOM-BLDR,GAS STATION,CLOSED,2015-03-27,1500517301,RFS,,,2015-04-20,1800,0,0,0,47,23.5,1800,600,33.33,-79.5,-4.42,Simple (<=100),,,BUTLER,BEA
ROOF-CUSTOM-BLDR,GEORGIA PACIFIC GYPSUM ROOF 4,CLOSED,2015-05-05,1500768801,RFS,,,2015-07-14,14002,3.8075,3.00286095,3.00286095,62,40.25,6146,4558,32.55,6006.69,27.94,Simple (<=100),2015-07-10,,BUTLER,BCT
ROOF-CUSTOM-BLDR,GEORGIA PACIFIC GYPSUM ROOF 5,CLOSED,2015-05-05,1500767701,RFS,,,2015-07-14,17244,6.376,4.100006985,4.100006985,62,90.5,6236,5787,33.56,2620.89,10.59,Simple (<=100),2015-07-09,,BUTLER,BCT
ROOF-CUSTOM-BLDR,GEORGIA PACIFIC REROOF 6/2019.,CLOSED,2019-06-13,1901326801,RFS,,,2019-07-18,901293,119.298,160.696761325,160.696761325,88,135,11968,302953,33.61,323181.17,34.6,Simple (<=100),2019-07-17,4.85714285714286,BUTLER,BEA
ROOF-CUSTOM-BLDR,GEORGIA-PACIFIC SYPSUM SE 3-22,CLOSED,2017-03-22,1700803901,CE1,,,2017-04-21,24187,7.9375,8.719955425,8.719955425,60,32.5,5987,6496,26.86,6916.25,26.76,Simple (<=100),2017-04-20,,BUTLER,BCT
ROOF-CUSTOM-BLDR,GOODHUE COMMUNITY CENTER 11/11,CLOSED,2015-11-11,1502074101,RFS,,,2015-12-22,26043,10.191,7.219523045,7.219523045,111,86,11149,9650,37.05,8317.99,28.59,Moderate (100-200),2015-12-16,,BUTLER,BCT
ROOF-CUSTOM-BLDR,GOODYEAR HANGAR,CLOSED,2015-02-20,1500305401,RFS,,,2015-06-10,51767.01,24.5015,45.74956611,45.74956611,354,260.75,10516,5961,11.52,-46436.54,-77.09,Complex (200-400),2015-06-09,,BUTLER,BEA
ROOF-CUSTOM-BLDR,GOODYEAR MOLDING PLANT,CLOSED,2016-04-28,1601009401,CE1,,,2016-05-31,27422,6.8735,7.26063107,7.26063107,99,70.5,9852,11006,40.14,10693.75,36.68,Simple (<=100),2016-05-25,,BUTLER,BEA
ROOF-CUSTOM-BLDR,GREAT PLAINS MFG 6-9-15,CLOSED,2015-06-09,1501012001,RFS,,,2015-08-17,140118,85.6385,56.42066158,56.42066158,278,219.5,27780,52665,37.59,17964.16,12.82,Complex (200-400),2015-08-13,,BUTLER,BCT
ROOF-CUSTOM-BLDR,GREAT PLAINS MFG 8-2018,CLOSED,2018-08-16,1803822801,RFS,,,2018-12-27,18619,2.5115,1.5976865,1.5976865,70,72.5,9520,5411,29.06,7611.99,35.08,Simple (<=100),2018-12-27,,BUTLER,BCT
ROOF-CUSTOM-BLDR,H&V,CLOSED,2017-04-12,1700988001,CE1,,,2017-07-06,218419,75.6685,54.073988205,54.073988205,295,215.5,29543,75991,34.79,94450.32,42.47,Complex (200-400),2017-07-06,,BUTLER,BEA
ROOF-CUSTOM-BLDR,HABITAT FOR HUMANITY RESTORE,ENTERED,2020-01-22,1902502701,CE1,,,,0,13.6105,0,0,48,73,0,23963,37.46,0,0,Simple (<=100),,,BUTLER,BEA
ROOF-CUSTOM-BLDR,HANGAR 19,CLOSED,2015-10-06,1501801301,RFS,,,2015-11-20,27539.99,7.4875,5.41612347,5.41612347,62,164.25,8000,9457,34.34,1670.05,5.87,Simple (<=100),2015-11-18,,BUTLER,BEA
ROOF-CUSTOM-BLDR,HANGAR C-900 ROOF REPLACEMENT,CLOSED,2015-07-27,1501305201,RFS,,,2015-12-21,309813,53.101,48.6996302,48.6996302,294,284.5,29397,72478,23.39,144507.32,45.76,Complex (200-400),2015-12-18,,BUTLER,BDI
ROOF-CUSTOM-BLDR,HAWK RE-ROOF,CLOSED,2015-04-28,1500722101,RFS,,,2015-06-11,12834,2.253,3.38699594,3.38699594,61,86.75,6150,2177,16.96,-409.16,-2.91,Simple (<=100),2015-06-10,,BUTLER,BEA
ROOF-CUSTOM-BLDR,HAYNES INTERNATIONAL 3-15-17,CLOSED,2017-03-15,1700733201,CE1,,,2017-04-10,41070,14.202,34.278793295,34.278793295,398,155.5,0,14910,36.3,-110050.83,-257.58,Complex (200-400),2017-04-07,,BUTLER,BCT
ROOF-CUSTOM-BLDR,HEARTLAND AUTOMOTIVE,CLOSED,2015-08-25,1501510701,RFS,,,2015-09-21,16372,3.2745,2.64543851,2.64543851,63,82.75,6318,6751,41.24,4058.57,22.68,Simple (<=100),2015-09-18,,BUTLER,BCT
ROOF-CUSTOM-BLDR,HOBBS NM,CLOSED,2014-08-07,1401536801,RFS,,,2015-02-10,175731.39,61.339,52.172773875,52.172773875,210,294.55,21032,16631,9.46,39414.55,20.85,Complex (200-400),2015-02-06,,BUTLER,BDI
ROOF-CUSTOM-BLDR,HOT SHOTS ICE ARENA 2/15/16,CLOSED,2016-02-15,1600381001,RFS,,,2016-05-16,35293,11.7275,13.52112133,13.52112133,70,59.25,6963,10668,30.23,10319.75,27.84,Simple (<=100),2016-05-13,,BUTLER,BCT
ROOF-CUSTOM-BLDR,HOWARD PAGE 8/2017,CLOSED,2017-09-01,1702128701,CE1,,,2017-09-28,20929,7.736,6.92762747,6.92762747,30,29.25,2931,8368,39.98,6925.54,33.09,Simple (<=100),2017-09-26,,BUTLER,BCT
ROOF-CUSTOM-BLDR,JACK NEWELL RE-ROOF 03/09/16,CLOSED,2016-03-09,1600576701,RFS,,,2016-06-23,248759.16,116.9655,95.12649317,95.12649317,138,140.25,0,72518,29.15,107117.31,43.06,Moderate (100-200),2016-06-22,,BUTLER,BCT
ROOF-CUSTOM-BLDR,JDK METAL BUILDING ERECTORS,CLOSED,2015-04-30,1500739701,RFS,,,2015-06-05,15531.32,11.8255,2.640850425,2.640850425,45,18.5,0,-1283,-8.26,7251.41,46.69,Simple (<=100),2015-05-13,,BUTLER,BCT
ROOF-CUSTOM-BLDR,JOHN DEERE SEEDING GROUP,CLOSED,2016-08-09,1601859401,RFS,,,2016-08-15,800,0,0,0,8,5,0,800,100,395,49.38,Simple (<=100),,,BUTLER,BCT
ROOF-CUSTOM-BLDR,JUANITA OSCEOLA COMMUNITY CENT,CLOSED,2019-10-24,1902315101,RFS,,,2020-02-06,52148.7,7.501,5.953936095,5.953936095,100,87.25,6761,22403,42.96,27530.45,48.57,Simple (<=100),2020-02-06,15,BUTLER,BEA
ROOF-CUSTOM-BLDR,KALMABACH FEEDS INC. 11/6/15,CLOSED,2015-11-06,1502045601,RFS,,,2015-12-08,47206,18.8035,18.430564185,18.430564185,146,88,14616,13687,28.99,11385.92,23.41,Moderate (100-200),2015-12-04,,BUTLER,BCT
ROOF-CUSTOM-BLDR,KALMBACH FEEDS INC.,CLOSED,2014-10-23,1402076401,RFS,,,2014-11-12,7932.01,0.9685,1.17101404,1.17101404,50,50.7,4964,1786,22.52,1055.11,11.26,Simple (<=100),2014-11-10,,BUTLER,BCT
ROOF-CUSTOM-BLDR,KANSAS BRICK & TILE,CLOSED,2016-10-03,1602296301,CE1,,,2016-11-10,148093,39.098,37.355686615,37.355686615,127,152.75,13293,42760,28.87,61781.17,40.25,Moderate (100-200),2016-11-09,,BUTLER,BCT
ROOF-CUSTOM-BLDR,KRAFT HEINZ - MUSCATINE 11/201,CLOSED,2018-11-05,1804449201,CE1,,,2018-11-28,14099,1.1475,0.934004525,0.934004525,58,38.5,7888,5106,36.22,7623.61,47.04,Simple (<=100),2018-11-27,,BUTLER,BCT
ROOF-CUSTOM-BLDR,KTF SNL 647 9/2018,CLOSED,2018-09-02,1803949801,CE1,,,2019-01-10,30373.2,5.205,5.021233665,5.021233665,68,127.25,0,8777,28.9,6838.92,22.52,Simple (<=100),2018-11-07,,BUTLER,BWE
ROOF-CUSTOM-BLDR,LABCONCO,CLOSED,2015-04-06,1500568501,RFS,,,2015-06-29,62775,1.117,16.66154147,16.66154147,159,99.25,0,32097,51.13,22784.3,32.57,Moderate (100-200),2015-06-25,,BUTLER,BCT
ROOF-CUSTOM-BLDR,LACKLAND MULTIPLE 5/22,CLOSED,2017-05-22,1701317301,CE1,,,2017-06-22,19005,1.9135,2.26822113,2.26822113,85,40,8529,7624,40.12,9010.01,41.55,Simple (<=100),2017-06-21,,BUTLER,BCT
